league,season,game,team,player,league_id,season_id,game_id,date,shot_id,team_id,player_id,assist_player_id,assist_player,xg,location_x,location_y,minute,body_part,situation,result
ITA-Serie A,1617,2017-03-04 AC Milan-Chievo,AC Milan,Gianluca Lapadula,2,2016,3602,2017-03-04 19:45:00,148279,111,1136,,,0.7612990140914917,0.885,0.5,81,Left Foot,Penalty,Goal
ITA-Serie A,1617,2017-03-04 AC Milan-Chievo,Chievo,Jonathan de Guzmán,2,2016,3602,2017-03-04 19:45:00,148262,109,1350,,,0.7612990140914917,0.885,0.5,41,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-03-05 Cagliari-Inter,Inter,Mauro Icardi,2,2016,3605,2017-03-05 14:00:00,148350,106,1513,,,0.7612990140914917,0.885,0.5,66,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-03-10 Juventus-AC Milan,Juventus,Paulo Dybala,2,2016,3617,2017-03-10 19:45:00,148929,98,1294,,,0.7612990140914917,0.885,0.5,96,Left Foot,Penalty,Goal
ITA-Serie A,1617,2017-03-12 Inter-Atalanta,Inter,Mauro Icardi,2,2016,3612,2017-03-12 14:00:00,148774,106,1513,,,0.7612990140914917,0.885,0.5,22,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-03-12 Napoli-Crotone,Napoli,Dries Mertens,2,2016,3615,2017-03-12 14:00:00,148865,105,1384,,,0.7612990140914917,0.885,0.5,65,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-03-12 Napoli-Crotone,Napoli,Lorenzo Insigne,2,2016,3615,2017-03-12 14:00:00,148858,105,1393,,,0.7612990140914917,0.885,0.5,31,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-03-19 Crotone-Fiorentina,Fiorentina,Khouma Babacar,2,2016,3623,2017-03-19 14:00:00,149359,110,1434,166364.0,Maximiliano Olivera,0.082428902387619,0.879000015258789,0.500999984741211,85,Right Foot,Penalty,Missed Shot
ITA-Serie A,1617,2017-03-19 Empoli-Napoli,Empoli,Massimo Maccarone,2,2016,3628,2017-03-19 11:30:00,149482,108,1315,,,0.7612990140914917,0.885,0.5,81,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-03-19 Empoli-Napoli,Napoli,Dries Mertens,2,2016,3628,2017-03-19 11:30:00,149464,105,1384,,,0.7612990140914917,0.885,0.5,6,Right Foot,Penalty,Saved Shot
ITA-Serie A,1617,2017-03-19 Empoli-Napoli,Napoli,Lorenzo Insigne,2,2016,3628,2017-03-19 11:30:00,149470,105,1393,,,0.7612990140914917,0.885,0.5,37,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-04-01 Sassuolo-Lazio,Sassuolo,Domenico Berardi,2,2016,3638,2017-04-01 17:00:00,149987,104,1612,,,0.7612990140914917,0.885,0.5,25,Left Foot,Penalty,Goal
ITA-Serie A,1617,2017-04-02 Genoa-Atalanta,Atalanta,Alejandro Gomez,2,2016,3632,2017-04-02 14:00:00,149821,107,1491,,,0.7612990140914917,0.885,0.5,31,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-04-03 Inter-Sampdoria,Sampdoria,Fabio Quagliarella,2,2016,3640,2017-04-03 19:45:00,150068,102,1230,,,0.7612990140914917,0.885,0.5,84,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-04-09 Cagliari-Torino,Cagliari,Marco Borriello,2,2016,3651,2017-04-09 14:00:00,150637,116,1405,,,0.7612590193748474,0.885,0.5,18,Left Foot,Penalty,Goal
ITA-Serie A,1617,2017-04-09 Crotone-Inter,Crotone,Diego Falcinelli,2,2016,3645,2017-04-09 14:00:00,150481,115,1360,,,0.7612990140914917,0.885,0.5,17,Left Foot,Penalty,Goal
ITA-Serie A,1617,2017-04-15 Fiorentina-Empoli,Empoli,Manuel Pasqual,2,2016,3656,2017-04-15 14:00:00,229014,108,1309,,,0.7612990140914917,0.885,0.5,92,Left Foot,Penalty,Goal
ITA-Serie A,1617,2017-04-15 Genoa-Lazio,Lazio,Lucas Biglia,2,2016,3658,2017-04-15 14:00:00,151111,96,1589,,,0.7612990140914917,0.885,0.5,46,Right Foot,Penalty,Saved Shot
ITA-Serie A,1617,2017-04-15 Palermo-Bologna,Palermo,Toni Sunjic,2,2016,3653,2017-04-15 14:00:00,150960,100,57,168021.0,Bruno Henrique,0.0492934994399547,0.8809999847412109,0.5,33,,Penalty,Missed Shot
ITA-Serie A,1617,2017-04-15 Torino-Crotone,Torino,Andrea Belotti,2,2016,3655,2017-04-15 14:00:00,151040,113,1186,,,0.7612990140914917,0.885,0.5,65,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-04-22 Fiorentina-Inter,Fiorentina,Federico Bernardeschi,2,2016,3667,2017-04-22 19:45:00,151630,110,1424,,,0.7612990140914917,0.885,0.5,51,Left Foot,Penalty,Saved Shot
ITA-Serie A,1617,2017-04-23 AC Milan-Empoli,AC Milan,Suso,2,2016,3665,2017-04-23 14:00:00,151575,111,1129,,,0.7612990140914917,0.885,0.5,58,Left Foot,Penalty,Saved Shot
ITA-Serie A,1617,2017-04-23 Lazio-Palermo,Lazio,Keita,2,2016,3669,2017-04-23 14:00:00,151679,96,1210,,,0.7612990140914917,0.885,0.5,23,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-04-23 Udinese-Cagliari,Udinese,Cyril Théréau,2,2016,3663,2017-04-23 14:00:00,151507,99,1147,,,0.7612990140914917,0.885,0.5,30,Right Foot,Penalty,Saved Shot
ITA-Serie A,1617,2017-04-30 Cagliari-Pescara,Cagliari,João Pedro,2,2016,3678,2017-04-30 14:00:00,152174,116,1592,,,0.7612990140914917,0.885,0.5,22,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-04-30 Empoli-Sassuolo,Empoli,Manuel Pucciarelli,2,2016,3680,2017-04-30 14:00:00,152235,108,1318,,,0.7612990140914917,0.885,0.5,23,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-04-30 Genoa-Chievo,Genoa,Giovanni Simeone,2,2016,3672,2017-04-30 14:00:00,152014,101,1102,,,0.7612990140914917,0.885,0.5,35,Right Foot,Penalty,Missed Shot
ITA-Serie A,1617,2017-04-30 Roma-Lazio,Roma,Daniele De Rossi,2,2016,3675,2017-04-30 11:30:00,152097,95,1249,,,0.7612990140914917,0.885,0.5,44,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-05-07 AC Milan-Roma,Roma,Daniele De Rossi,2,2016,3689,2017-05-07 19:45:00,152721,95,1249,,,0.7612990140914917,0.885,0.5,86,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-05-07 Chievo-Palermo,Chievo,Sergio Pellissier,2,2016,3688,2017-05-07 14:00:00,152675,109,1347,,,0.7612990140914917,0.885,0.5,66,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-05-07 Genoa-Inter,Inter,Antonio Candreva,2,2016,3687,2017-05-07 14:00:00,152665,106,1517,,,0.7612990140914917,0.885,0.5,86,Right Foot,Penalty,Saved Shot
ITA-Serie A,1617,2017-05-07 Lazio-Sampdoria,Lazio,Ciro Immobile,2,2016,3690,2017-05-07 14:00:00,152727,96,1209,,,0.7612990140914917,0.885,0.5,18,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-05-07 Lazio-Sampdoria,Lazio,Felipe Anderson,2,2016,3690,2017-05-07 14:00:00,152735,96,1208,,,0.7612990140914917,0.885,0.5,37,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-05-07 Lazio-Sampdoria,Sampdoria,Fabio Quagliarella,2,2016,3690,2017-05-07 14:00:00,152749,102,1230,,,0.7612990140914917,0.885,0.5,89,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-05-07 Sassuolo-Fiorentina,Fiorentina,Nikola Kalinic,2,2016,3686,2017-05-07 14:00:00,152630,110,1425,,,0.7612990140914917,0.885,0.5,32,Right Foot,Penalty,Saved Shot
ITA-Serie A,1617,2017-05-07 Sassuolo-Fiorentina,Sassuolo,Matteo Politano,2,2016,3686,2017-05-07 14:00:00,152640,104,1473,,,0.7612990140914917,0.885,0.5,73,Left Foot,Penalty,Goal
ITA-Serie A,1617,2017-05-14 Cagliari-Empoli,Empoli,Manuel Pucciarelli,2,2016,3693,2017-05-14 14:00:00,153070,108,1318,,,0.7612990140914917,0.885,0.5,53,Right Foot,Penalty,Saved Shot
ITA-Serie A,1617,2017-05-21 Lazio-Inter,Lazio,Keita,2,2016,3707,2017-05-21 19:45:00,153707,96,1210,,,0.7611770033836365,0.885,0.5,17,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-05-21 Sassuolo-Cagliari,Sassuolo,Pietro Iemmello,2,2016,3704,2017-05-21 14:00:00,153635,104,1469,,,0.7612990140914917,0.885,0.5,55,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-05-21 Udinese-Sampdoria,Sampdoria,Luis Muriel,2,2016,3710,2017-05-21 14:00:00,153788,102,1229,,,0.7612990140914917,0.885,0.5,63,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-05-28 Cagliari-AC Milan,AC Milan,Carlos Bacca,2,2016,3717,2017-05-28 14:00:00,154221,111,1125,,,0.7612990140914917,0.885,0.5,62,Right Foot,Penalty,Saved Shot
ITA-Serie A,1617,2017-05-28 Cagliari-AC Milan,AC Milan,Gianluca Lapadula,2,2016,3717,2017-05-28 14:00:00,154225,111,1136,,,0.7612990140914917,0.885,0.5,71,Left Foot,Penalty,Goal
ITA-Serie A,1617,2017-05-28 Crotone-Lazio,Lazio,Ciro Immobile,2,2016,3716,2017-05-28 19:45:00,154187,96,1209,,,0.7612990140914917,0.885,0.5,25,Right Foot,Penalty,Goal
ITA-Serie A,1617,2017-05-28 Torino-Sassuolo,Sassuolo,Gregoire Defrel,2,2016,3720,2017-05-28 19:45:00,154342,104,1468,,,0.7612990140914917,0.885,0.5,80,Left Foot,Penalty,Goal
ITA-Serie A,1718,2017-08-19 Juventus-Cagliari,Cagliari,Diego Farias,2,2017,7499,2017-08-19 17:00:00,172690,116,1605,,,0.7612990140914917,0.885,0.5,38,Right Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-08-19 Verona-Napoli,Verona,Giampaolo Pazzini,2,2017,7500,2017-08-19 19:45:00,172650,94,1847,,,0.7612990140914917,0.885,0.5,82,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-08-20 Crotone-AC Milan,AC Milan,Franck Kessié,2,2017,7508,2017-08-20 19:45:00,172594,111,1489,,,0.7612990140914917,0.885,0.5,5,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-08-20 Inter-Fiorentina,Inter,Mauro Icardi,2,2017,7503,2017-08-20 19:45:00,172654,106,1513,,,0.7612990140914917,0.885,0.5,5,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-08-26 Genoa-Juventus,Genoa,Andrej Galabinov,2,2017,7509,2017-08-26 17:00:00,172939,101,6201,,,0.7612990140914917,0.885,0.5,6,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-08-26 Genoa-Juventus,Juventus,Paulo Dybala,2,2017,7509,2017-08-26 17:00:00,172955,98,1294,,,0.7612990140914917,0.885,0.5,48,Left Foot,Penalty,Goal
ITA-Serie A,1718,2017-08-27 Fiorentina-Sampdoria,Sampdoria,Fabio Quagliarella,2,2017,7518,2017-08-27 19:45:00,172911,102,1230,,,0.7612990140914917,0.885,0.5,34,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-08-27 SPAL 2013-Udinese,Udinese,Cyril Théréau,2,2017,7512,2017-08-27 19:45:00,173068,99,1147,,,0.7612990140914917,0.885,0.5,86,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-10 Inter-SPAL 2013,Inter,Mauro Icardi,2,2017,7524,2017-09-10 11:30:00,173243,106,1513,,,0.7612990140914917,0.885,0.5,26,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-10 Lazio-AC Milan,Lazio,Ciro Immobile,2,2017,7526,2017-09-10 15:00:00,173305,96,1209,,,0.7612990140914917,0.885,0.5,37,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-10 Verona-Fiorentina,Fiorentina,Cyril Théréau,2,2017,7523,2017-09-10 14:00:00,173206,110,1147,,,0.7612990140914917,0.885,0.5,9,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-17 Chievo-Atalanta,Atalanta,Alejandro Gomez,2,2017,7529,2017-09-17 17:00:00,173380,107,1491,,,0.7612990140914917,0.885,0.5,84,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-17 Napoli-Benevento,Napoli,Dries Mertens,2,2017,7534,2017-09-17 14:00:00,173490,105,1384,,,0.7612990140914917,0.885,0.5,64,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-17 Napoli-Benevento,Napoli,Dries Mertens,2,2017,7534,2017-09-17 14:00:00,173500,105,1384,,,0.7612990140914917,0.885,0.5,89,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-19 Bologna-Inter,Inter,Mauro Icardi,2,2017,7541,2017-09-19 19:45:00,173695,106,1513,,,0.7612990140914917,0.885,0.5,76,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-20 AC Milan-SPAL 2013,AC Milan,Franck Kessié,2,2017,7547,2017-09-20 19:45:00,173848,111,1489,,,0.7612990140914917,0.885,0.5,60,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-20 AC Milan-SPAL 2013,AC Milan,Ricardo Rodríguez,2,2017,7547,2017-09-20 19:45:00,173836,111,308,,,0.7612990140914917,0.885,0.5,25,Left Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-20 Atalanta-Crotone,Atalanta,Alejandro Gomez,2,2017,7539,2017-09-20 19:45:00,173630,107,1491,,,0.7612990140914917,0.885,0.5,73,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-20 Cagliari-Sassuolo,Sassuolo,Alessandro Matri,2,2017,7542,2017-09-20 19:45:00,173704,104,1472,,,0.7612990140914917,0.885,0.5,30,Right Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-09-20 Cagliari-Sassuolo,Sassuolo,Alessandro Matri,2,2017,7542,2017-09-20 19:45:00,173716,104,1472,,,0.7612990140914917,0.885,0.5,59,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-20 Lazio-Napoli,Napoli,Jorginho,2,2017,7546,2017-09-20 19:45:00,173827,105,1389,,,0.7612990140914917,0.885,0.5,91,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-20 Udinese-Torino,Udinese,Rodrigo de Paul,2,2017,7548,2017-09-20 19:45:00,173865,99,1145,,,0.7612990140914917,0.885,0.5,47,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-23 Juventus-Torino,Juventus,Paulo Dybala,2,2017,7554,2017-09-23 19:45:00,174024,98,1294,,,0.1201820001006126,0.8819999694824219,0.499000015258789,31,Left Foot,Penalty,Blocked Shot
ITA-Serie A,1718,2017-09-23 Roma-Udinese,Roma,Diego Perotti,2,2017,7555,2017-09-23 14:00:00,174077,95,1539,,,0.7612990140914917,0.885,0.5,88,Right Foot,Penalty,Shot On Post
ITA-Serie A,1718,2017-09-24 Crotone-Benevento,Benevento,Nicolas Viola,2,2017,7550,2017-09-24 14:00:00,173944,222,6196,,,0.7612990140914917,0.885,0.5,85,Left Foot,Penalty,Shot On Post
ITA-Serie A,1718,2017-09-24 Fiorentina-Atalanta,Atalanta,Alejandro Gomez,2,2017,7551,2017-09-24 19:45:00,173965,107,1491,,,0.7612990140914917,0.885,0.5,61,Right Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-09-24 Verona-Lazio,Lazio,Ciro Immobile,2,2017,7552,2017-09-24 14:00:00,173978,96,1209,,,0.7612990140914917,0.885,0.5,23,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-30 Udinese-Sampdoria,Udinese,Maxi López,2,2017,7568,2017-09-30 17:00:00,174428,99,1188,,,0.7612990140914917,0.885,0.5,65,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-30 Udinese-Sampdoria,Udinese,Rodrigo de Paul,2,2017,7568,2017-09-30 17:00:00,174419,99,1145,,,0.7612590193748474,0.885,0.5,26,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-09-30 Udinese-Sampdoria,Udinese,Seko Fofana,2,2017,7568,2017-09-30 17:00:00,174437,99,1144,,,0.7612990140914917,0.885,0.5,94,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-01 Atalanta-Juventus,Juventus,Paulo Dybala,2,2017,7559,2017-10-01 19:45:00,174163,98,1294,,,0.7612990140914917,0.885,0.5,83,Left Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-10-01 Lazio-Sassuolo,Lazio,Ciro Immobile,2,2017,7563,2017-10-01 14:00:00,174287,96,1209,,,0.7612990140914917,0.885,0.5,80,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-01 Lazio-Sassuolo,Sassuolo,Domenico Berardi,2,2017,7563,2017-10-01 14:00:00,174265,104,1612,,,0.7612990140914917,0.885,0.5,26,Left Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-01 Napoli-Cagliari,Napoli,Dries Mertens,2,2017,7565,2017-10-01 11:30:00,174329,105,1384,,,0.7612990140914917,0.885,0.5,39,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-01 Torino-Verona,Verona,Giampaolo Pazzini,2,2017,7567,2017-10-01 14:00:00,174409,94,1847,,,0.7612990140914917,0.885,0.5,91,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-14 Juventus-Lazio,Juventus,Paulo Dybala,2,2017,7575,2017-10-14 17:00:00,174626,98,1294,,,0.7612990140914917,0.885,0.5,96,Left Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-10-14 Juventus-Lazio,Lazio,Ciro Immobile,2,2017,7575,2017-10-14 17:00:00,174612,96,1209,,,0.7612990140914917,0.885,0.5,53,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-15 Cagliari-Genoa,Cagliari,João Pedro,2,2017,7570,2017-10-15 14:00:00,174483,116,1592,,,0.7612990140914917,0.885,0.5,78,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-15 Inter-AC Milan,Inter,Mauro Icardi,2,2017,7574,2017-10-15 19:45:00,174597,106,1513,,,0.7612990140914917,0.885,0.5,89,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-21 Sampdoria-Crotone,Sampdoria,Fabio Quagliarella,2,2017,7585,2017-10-21 17:00:00,174872,102,1230,,,0.7612990140914917,0.885,0.5,10,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-22 Benevento-Fiorentina,Fiorentina,Cyril Théréau,2,2017,7580,2017-10-22 14:00:00,174753,110,1147,,,0.7612990140914917,0.885,0.5,65,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-22 Chievo-Verona,Chievo,Roberto Inglese,2,2017,7581,2017-10-22 19:30:00,174769,109,1340,,,0.7612990140914917,0.885,0.5,29,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-22 Chievo-Verona,Verona,Giampaolo Pazzini,2,2017,7581,2017-10-22 19:30:00,174778,94,1847,,,0.7612990140914917,0.885,0.5,54,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-22 Lazio-Cagliari,Lazio,Ciro Immobile,2,2017,7582,2017-10-22 19:45:00,174797,96,1209,,,0.7611770033836365,0.885,0.5,6,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-22 SPAL 2013-Sassuolo,Sassuolo,Domenico Berardi,2,2017,7586,2017-10-22 14:00:00,174911,104,1612,,,0.7612990140914917,0.885,0.5,82,Left Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-10-25 Bologna-Lazio,Lazio,Ciro Immobile,2,2017,7590,2017-10-25 19:45:00,174995,96,1209,,,0.7612990140914917,0.885,0.5,18,Right Foot,Penalty,Shot On Post
ITA-Serie A,1718,2017-10-25 Cagliari-Benevento,Benevento,Pietro Iemmello,2,2017,7591,2017-10-25 19:45:00,175035,222,1469,,,0.7612990140914917,0.885,0.5,93,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-25 Cagliari-Benevento,Cagliari,Marco Sau,2,2017,7591,2017-10-25 19:45:00,175019,116,1406,,,0.7612990140914917,0.885,0.5,15,Right Foot,Penalty,Missed Shot
ITA-Serie A,1718,2017-10-25 Fiorentina-Torino,Fiorentina,Khouma Babacar,2,2017,7593,2017-10-25 19:45:00,175081,110,1434,,,0.7612990140914917,0.885,0.5,74,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Diego Perotti,2,2017,7597,2017-10-25 19:45:00,175173,95,1539,,,0.7612990140914917,0.885,0.5,9,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-29 Udinese-Atalanta,Atalanta,Bryan Cristante,2,2017,7608,2017-10-29 14:00:00,175469,107,1168,,,0.7612990140914917,0.885,0.5,84,Right Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-10-29 Udinese-Atalanta,Udinese,Rodrigo de Paul,2,2017,7608,2017-10-29 14:00:00,175466,99,1145,,,0.7612990140914917,0.885,0.5,45,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-10-30 Verona-Inter,Verona,Giampaolo Pazzini,2,2017,7601,2017-10-30 19:45:00,175289,94,1847,,,0.7612990140914917,0.885,0.5,58,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-11-04 Bologna-Crotone,Crotone,Marcello Trotta,2,2017,7610,2017-11-04 17:00:00,175511,115,1369,,,0.7612990140914917,0.885,0.5,67,Left Foot,Penalty,Goal
ITA-Serie A,1718,2017-11-05 Cagliari-Verona,Cagliari,Luca Cigarini,2,2017,7611,2017-11-05 14:00:00,175518,116,1238,,,0.761135995388031,0.885,0.5,10,Right Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-11-18 Roma-Lazio,Lazio,Ciro Immobile,2,2017,7624,2017-11-18 17:00:00,175856,96,1209,,,0.7612990140914917,0.885,0.5,71,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-11-18 Roma-Lazio,Roma,Diego Perotti,2,2017,7624,2017-11-18 17:00:00,175847,95,1539,,,0.7612990140914917,0.885,0.5,48,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-11-19 Benevento-Sassuolo,Sassuolo,Domenico Berardi,2,2017,7619,2017-11-19 14:00:00,175738,104,1612,,,0.7612990140914917,0.885,0.5,91,Left Foot,Penalty,Shot On Post
ITA-Serie A,1718,2017-11-19 Sampdoria-Juventus,Juventus,Gonzalo Higuaín,2,2017,7625,2017-11-19 14:00:00,175887,98,1293,,,0.7612990140914917,0.885,0.5,90,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-11-19 Torino-Chievo,Torino,Andrea Belotti,2,2017,7627,2017-11-19 14:00:00,175941,113,1186,,,0.7612990140914917,0.885,0.5,71,Right Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-11-26 AC Milan-Torino,Torino,Andrea Belotti,2,2017,7636,2017-11-26 14:00:00,176181,113,1186,195501.0,Cristian Ansaldi,0.0640045031905174,0.885,0.5029999923706054,85,,Penalty,Saved Shot
ITA-Serie A,1718,2017-11-26 Genoa-Roma,Genoa,Gianluca Lapadula,2,2017,7633,2017-11-26 14:00:00,176095,101,1136,,,0.7612990140914917,0.885,0.5,69,Left Foot,Penalty,Goal
ITA-Serie A,1718,2017-11-26 Lazio-Fiorentina,Fiorentina,Khouma Babacar,2,2017,7635,2017-11-26 17:00:00,176158,110,1434,,,0.7612990140914917,0.885,0.5,93,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-11-26 Udinese-Napoli,Napoli,Jorginho,2,2017,7638,2017-11-26 14:00:00,176224,105,1389,,,0.7612990140914917,0.885,0.5,32,Right Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-12-01 Roma-SPAL 2013,SPAL 2013,Federico Viviani,2,2017,7646,2017-12-01 17:30:00,176469,221,1456,,,0.7612990140914917,0.885,0.5,54,Right Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-12-10 SPAL 2013-Verona,SPAL 2013,Mirco Antenucci,2,2017,7657,2017-12-10 14:00:00,180281,221,6187,,,0.7612990140914917,0.885,0.5,87,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-12-10 SPAL 2013-Verona,Verona,Alessio Cerci,2,2017,7657,2017-12-10 14:00:00,180269,94,2006,,,0.7612990140914917,0.885,0.5,54,Left Foot,Penalty,Goal
ITA-Serie A,1718,2017-12-10 Sassuolo-Crotone,Sassuolo,Alessandro Matri,2,2017,7656,2017-12-10 17:00:00,180249,104,1472,,,0.7612990140914917,0.885,0.5,88,Right Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-12-16 Inter-Udinese,Udinese,Rodrigo de Paul,2,2017,7665,2017-12-16 14:00:00,184889,99,1145,,,0.7612990140914917,0.885,0.5,60,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-12-16 Roma-Cagliari,Roma,Diego Perotti,2,2017,7666,2017-12-16 19:45:00,184918,95,1539,,,0.7612990140914917,0.885,0.5,51,Right Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-12-17 Atalanta-Lazio,Atalanta,Alejandro Gomez,2,2017,7659,2017-12-17 19:45:00,184714,107,1491,204811.0,Remo Freuler,0.0373618006706237,0.875,0.495,36,,Penalty,Missed Shot
ITA-Serie A,1718,2017-12-17 Atalanta-Lazio,Atalanta,Josip Ilicic,2,2017,7659,2017-12-17 19:45:00,184716,107,1426,,,0.7612990140914917,0.885,0.5,49,Left Foot,Penalty,Goal
ITA-Serie A,1718,2017-12-17 Sampdoria-Sassuolo,Sassuolo,Matteo Politano,2,2017,7667,2017-12-17 14:00:00,184950,104,1473,,,0.7612180113792419,0.885,0.5,81,Left Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-12-23 Genoa-Benevento,Genoa,Gianluca Lapadula,2,2017,7671,2017-12-23 14:00:00,185063,101,1136,,,0.7612590193748474,0.885,0.5,91,Left Foot,Penalty,Goal
ITA-Serie A,1718,2017-12-23 Napoli-Sampdoria,Sampdoria,Fabio Quagliarella,2,2017,7675,2017-12-23 14:00:00,185168,102,1230,,,0.7612990140914917,0.885,0.5,26,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-12-23 SPAL 2013-Torino,SPAL 2013,Mirco Antenucci,2,2017,7677,2017-12-23 14:00:00,185232,221,6187,,,0.7612990140914917,0.885,0.5,68,Right Foot,Penalty,Goal
ITA-Serie A,1718,2017-12-23 Sassuolo-Inter,Inter,Mauro Icardi,2,2017,7676,2017-12-23 14:00:00,185193,106,1513,,,0.7612990140914917,0.885,0.5,48,Right Foot,Penalty,Saved Shot
ITA-Serie A,1718,2017-12-30 Sampdoria-SPAL 2013,Sampdoria,Fabio Quagliarella,2,2017,7687,2017-12-30 14:00:00,185969,102,1230,,,0.7612590193748474,0.885,0.5,91,Right Foot,Penalty,Goal
ITA-Serie A,1718,2018-01-06 SPAL 2013-Lazio,SPAL 2013,Mirco Antenucci,2,2017,7695,2018-01-06 14:00:00,186706,221,6187,,,0.7612590193748474,0.885,0.5,7,Right Foot,Penalty,Goal
ITA-Serie A,1718,2018-01-06 Torino-Bologna,Bologna,Erick Pulgar,2,2017,7690,2018-01-06 11:30:00,186644,97,1448,,,0.7612990140914917,0.885,0.5,49,Right Foot,Penalty,Saved Shot
ITA-Serie A,1718,2018-01-21 Cagliari-AC Milan,AC Milan,Franck Kessié,2,2017,7704,2018-01-21 17:00:00,189408,111,1489,,,0.7612990140914917,0.885,0.5,35,Right Foot,Penalty,Goal
