league,season,game,team,player,league_id,season_id,game_id,date,shot_id,team_id,player_id,assist_player_id,assist_player,xg,location_x,location_y,minute,body_part,situation,result
ENG-Premier League,1617,2016-08-13 Hull-Leicester,Leicester,Riyad Mahrez,1,2016,461,2016-08-13 15:30:00,112252,75,750,,,0.7611690163612366,0.885,0.5,46,Left Foot,Penalty,Goal
ENG-Premier League,1617,2016-08-13 Manchester City-Sunderland,Manchester City,Sergio Agüero,1,2016,467,2016-08-13 20:30:00,112269,88,619,,,0.7611690163612366,0.885,0.5,3,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-08-14 Arsenal-Liverpool,Arsenal,Theo Walcott,1,2016,469,2016-08-14 19:00:00,112095,83,503,,,0.7611690163612366,0.885,0.5,29,Right Foot,Penalty,Saved Shot
ENG-Premier League,1617,2016-08-15 Chelsea-West Ham,Chelsea,Eden Hazard,1,2016,470,2016-08-15 23:00:00,112169,80,701,,,0.7611690163612366,0.885,0.5,46,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-08-19 Manchester United-Southampton,Manchester United,Zlatan Ibrahimovic,1,2016,471,2016-08-19 23:00:00,112681,89,1741,,,0.7611690163612366,0.885,0.5,51,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-08-20 Stoke-Manchester City,Manchester City,Sergio Agüero,1,2016,472,2016-08-20 15:30:00,112700,88,619,,,0.7611690163612366,0.885,0.5,26,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-08-20 Stoke-Manchester City,Stoke,Bojan,1,2016,472,2016-08-20 15:30:00,112707,85,871,,,0.7611690163612366,0.885,0.5,48,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-08-27 Crystal Palace-Bournemouth,Crystal Palace,Yohan Cabaye,1,2016,486,2016-08-27 18:00:00,112901,78,516,,,0.7611690163612366,0.885,0.5,15,Right Foot,Penalty,Saved Shot
ENG-Premier League,1617,2016-08-27 Everton-Stoke,Everton,Leighton Baines,1,2016,487,2016-08-27 18:00:00,112950,72,588,,,0.7611690163612366,0.885,0.5,50,Left Foot,Penalty,Saved Shot
ENG-Premier League,1617,2016-08-27 Leicester-Swansea,Leicester,Riyad Mahrez,1,2016,483,2016-08-27 18:00:00,113012,75,750,,,0.7611690163612366,0.885,0.5,55,Left Foot,Penalty,Saved Shot
ENG-Premier League,1617,2016-08-27 Southampton-Sunderland,Sunderland,Jermain Defoe,1,2016,484,2016-08-27 18:00:00,113068,77,735,,,0.7611690163612366,0.885,0.5,79,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-08-27 Tottenham-Liverpool,Liverpool,James Milner,1,2016,481,2016-08-27 15:30:00,113084,87,489,,,0.7611690163612366,0.885,0.5,42,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-08-27 Watford-Arsenal,Arsenal,Santiago Cazorla,1,2016,482,2016-08-27 18:00:00,113099,83,965,,,0.7611690163612366,0.885,0.5,8,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-09-10 Arsenal-Southampton,Arsenal,Santiago Cazorla,1,2016,494,2016-09-10 18:00:00,113170,83,965,,,0.7611690163612366,0.885,0.5,93,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-09-10 Manchester United-Manchester City,Manchester City,Fernandinho,1,2016,491,2016-09-10 15:30:00,113272,88,614,126098.0,Kevin De Bruyne,0.0316550992429256,0.879000015258789,0.505,72,,Penalty,Saved Shot
ENG-Premier League,1617,2016-09-11 Swansea-Chelsea,Swansea,Gylfi Sigurdsson,1,2016,499,2016-09-11 19:00:00,113393,84,714,,,0.7611690163612366,0.885,0.5,58,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-09-17 Hull-Arsenal,Arsenal,Alexis Sánchez,1,2016,502,2016-09-17 18:00:00,113521,83,498,,,0.7611690163612366,0.885,0.5,40,Right Foot,Penalty,Saved Shot
ENG-Premier League,1617,2016-09-17 Hull-Arsenal,Hull,Robert Snodgrass,1,2016,502,2016-09-17 18:00:00,113529,91,1691,,,0.7611690163612366,0.885,0.5,78,Left Foot,Penalty,Goal
ENG-Premier League,1617,2016-09-17 West Bromwich Albion-West Ham,West Bromwich Albion,Nacer Chadli,1,2016,505,2016-09-17 18:00:00,113676,76,648,,,0.7611690163612366,0.885,0.5,7,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-09-17 West Bromwich Albion-West Ham,West Ham,Manuel Lanzini,1,2016,505,2016-09-17 18:00:00,113698,81,535,,,0.7611690163612366,0.885,0.5,64,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-09-18 Watford-Manchester United,Watford,Troy Deeney,1,2016,507,2016-09-18 15:00:00,113674,90,574,,,0.7611690163612366,0.885,0.5,94,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-09-24 Liverpool-Hull,Liverpool,James Milner,1,2016,516,2016-09-24 18:00:00,113785,87,489,,,0.7611690163612366,0.885,0.5,29,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-09-24 Liverpool-Hull,Liverpool,James Milner,1,2016,516,2016-09-24 18:00:00,113807,87,489,,,0.7611690163612366,0.885,0.5,70,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-09-24 Swansea-Manchester City,Manchester City,Sergio Agüero,1,2016,515,2016-09-24 15:00:00,113938,88,619,,,0.7611690163612366,0.885,0.5,64,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-10-01 Swansea-Liverpool,Liverpool,James Milner,1,2016,522,2016-10-01 15:30:00,114499,87,489,,,0.7611690163612366,0.885,0.5,83,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-10-02 Tottenham-Manchester City,Tottenham,Erik Lamela,1,2016,529,2016-10-02 17:15:00,114538,82,644,,,0.7611690163612366,0.885,0.5,64,Left Foot,Penalty,Saved Shot
ENG-Premier League,1617,2016-10-15 Bournemouth-Hull,Bournemouth,Junior Stanislas,1,2016,533,2016-10-15 18:00:00,114759,73,463,,,0.7611690163612366,0.885,0.5,44,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-10-15 Crystal Palace-West Ham,Crystal Palace,Christian Benteke,1,2016,537,2016-10-15 20:30:00,114878,78,606,,,0.7611690163612366,0.885,0.5,45,Right Foot,Penalty,Missed Shot
ENG-Premier League,1617,2016-10-15 Manchester City-Everton,Manchester City,Kevin De Bruyne,1,2016,534,2016-10-15 18:00:00,114006,88,447,,,0.761132001876831,0.885,0.5,42,Right Foot,Penalty,Saved Shot
ENG-Premier League,1617,2016-10-15 Manchester City-Everton,Manchester City,Sergio Agüero,1,2016,534,2016-10-15 18:00:00,114012,88,619,,,0.7611690163612366,0.885,0.5,69,Right Foot,Penalty,Saved Shot
ENG-Premier League,1617,2016-10-16 Southampton-Burnley,Burnley,Sam Vokes,1,2016,539,2016-10-16 19:00:00,114060,92,1661,,,0.7611690163612366,0.885,0.5,71,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-10-16 Southampton-Burnley,Southampton,Charlie Austin,1,2016,539,2016-10-16 19:00:00,114058,74,848,,,0.7611690163612366,0.885,0.5,65,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-10-29 Sunderland-Arsenal,Sunderland,Jermain Defoe,1,2016,2677,2016-10-29 15:30:00,114961,77,735,,,0.7611690163612366,0.885,0.5,64,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-10-29 Tottenham-Leicester,Tottenham,Vincent Janssen,1,2016,2678,2016-10-29 18:00:00,114981,82,1730,,,0.7611690163612366,0.885,0.5,43,Left Foot,Penalty,Goal
ENG-Premier League,1617,2016-11-05 Bournemouth-Sunderland,Sunderland,Jermain Defoe,1,2016,2687,2016-11-05 19:00:00,115109,77,735,,,0.7611690163612366,0.885,0.5,73,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-11-05 Burnley-Crystal Palace,Crystal Palace,Christian Benteke,1,2016,2688,2016-11-05 19:00:00,115141,78,606,,,0.7611690163612366,0.885,0.5,80,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-11-06 Arsenal-Tottenham,Tottenham,Harry Kane,1,2016,2692,2016-11-06 16:00:00,115072,82,647,,,0.7611690163612366,0.885,0.5,50,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-11-06 Hull-Southampton,Southampton,Charlie Austin,1,2016,2694,2016-11-06 18:15:00,115565,74,848,,,0.7611690163612366,0.885,0.5,5,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-11-19 Everton-Swansea,Swansea,Gylfi Sigurdsson,1,2016,2702,2016-11-19 19:00:00,115463,84,714,,,0.7611690163612366,0.885,0.5,40,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-11-19 Stoke-Bournemouth,Stoke,Bojan,1,2016,2699,2016-11-19 19:00:00,115680,85,871,,,0.7611690163612366,0.885,0.5,48,Right Foot,Penalty,Shot On Post
ENG-Premier League,1617,2016-11-19 Tottenham-West Ham,Tottenham,Harry Kane,1,2016,2704,2016-11-19 21:30:00,115842,82,647,,,0.7611690163612366,0.885,0.5,90,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-11-19 Tottenham-West Ham,West Ham,Manuel Lanzini,1,2016,2704,2016-11-19 21:30:00,115836,81,535,,,0.7611690163612366,0.885,0.5,67,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-11-19 Watford-Leicester,Leicester,Riyad Mahrez,1,2016,2701,2016-11-19 19:00:00,115922,75,750,,,0.7611690163612366,0.885,0.5,14,Left Foot,Penalty,Goal
ENG-Premier League,1617,2016-11-26 Leicester-Middlesbrough,Leicester,Islam Slimani,1,2016,2711,2016-11-26 19:00:00,115186,75,1682,,,0.7611690163612366,0.885,0.5,93,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-11-26 Leicester-Middlesbrough,Leicester,Riyad Mahrez,1,2016,2711,2016-11-26 19:00:00,115174,75,750,,,0.7611690163612366,0.885,0.5,33,Left Foot,Penalty,Goal
ENG-Premier League,1617,2016-11-26 Liverpool-Sunderland,Liverpool,James Milner,1,2016,2710,2016-11-26 19:00:00,115257,87,489,,,0.7611690163612366,0.885,0.5,90,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-11-27 Arsenal-Bournemouth,Bournemouth,Callum Wilson,1,2016,2714,2016-11-27 18:15:00,116079,73,468,,,0.7611690163612366,0.885,0.5,22,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-03 Sunderland-Leicester,Sunderland,Jermain Defoe,1,2016,3108,2016-12-03 15:00:00,115909,77,735,,,0.1137619987130165,0.875,0.500999984741211,76,Left Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-03 Tottenham-Swansea,Tottenham,Harry Kane,1,2016,3109,2016-12-03 19:00:00,115968,82,647,,,0.7611690163612366,0.885,0.5,38,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-03 West Ham-Arsenal,Arsenal,Aaron Ramsey,1,2016,3111,2016-12-03 21:30:00,116155,83,504,129083.0,Alexis Sánchez,0.1361629962921142,0.8819999694824219,0.4970000076293945,92,Right Foot,Penalty,Saved Shot
ENG-Premier League,1617,2016-12-04 Bournemouth-Liverpool,Bournemouth,Callum Wilson,1,2016,3112,2016-12-04 17:30:00,115481,73,468,,,0.7611690163612366,0.885,0.5,55,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-04 Everton-Manchester United,Everton,Leighton Baines,1,2016,3113,2016-12-04 20:00:00,115610,72,588,,,0.7611690163612366,0.885,0.5,88,Left Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-10 Arsenal-Stoke,Stoke,Charlie Adam,1,2016,3118,2016-12-10 19:00:00,116494,85,873,,,0.7611690163612366,0.885,0.5,28,Left Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-10 Hull-Crystal Palace,Crystal Palace,Christian Benteke,1,2016,3116,2016-12-10 19:00:00,116836,78,606,,,0.7611690163612366,0.885,0.5,51,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-10 Hull-Crystal Palace,Hull,Robert Snodgrass,1,2016,3116,2016-12-10 19:00:00,116832,91,1691,,,0.7611690163612366,0.885,0.5,26,Left Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-10 Swansea-Sunderland,Swansea,Gylfi Sigurdsson,1,2016,3117,2016-12-10 19:00:00,117337,84,714,,,0.7611690163612366,0.885,0.5,50,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-14 West Ham-Burnley,West Ham,Mark Noble,1,2016,3129,2016-12-14 23:45:00,117831,81,533,,,0.7611690163612366,0.885,0.5,47,Right Foot,Penalty,Saved Shot
ENG-Premier League,1617,2016-12-17 Middlesbrough-Swansea,Middlesbrough,Álvaro Negredo,1,2016,3136,2016-12-17 19:00:00,118657,93,1715,,,0.7611690163612366,0.885,0.5,28,Left Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-17 Stoke-Leicester,Stoke,Bojan,1,2016,3138,2016-12-17 19:00:00,115707,85,871,,,0.7611690163612366,0.885,0.5,38,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-17 West Ham-Hull,West Ham,Mark Noble,1,2016,3137,2016-12-17 19:00:00,116038,81,533,,,0.7611690163612366,0.885,0.5,75,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-26 Chelsea-Bournemouth,Chelsea,Eden Hazard,1,2016,3151,2016-12-26 19:00:00,116247,80,701,,,0.7611690163612366,0.885,0.5,48,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-26 Hull-Manchester City,Manchester City,Yaya Touré,1,2016,3152,2016-12-26 21:15:00,116331,88,878,,,0.7611690163612366,0.885,0.5,71,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-26 Watford-Crystal Palace,Crystal Palace,Christian Benteke,1,2016,3145,2016-12-26 16:30:00,116901,78,606,,,0.7611690163612366,0.885,0.5,36,Right Foot,Penalty,Saved Shot
ENG-Premier League,1617,2016-12-26 Watford-Crystal Palace,Watford,Troy Deeney,1,2016,3145,2016-12-26 16:30:00,116908,90,574,,,0.7611690163612366,0.885,0.5,70,Right Foot,Penalty,Goal
ENG-Premier League,1617,2016-12-28 Southampton-Tottenham,Tottenham,Harry Kane,1,2016,3154,2016-12-28 23:45:00,116708,82,647,,,0.7611690163612366,0.885,0.5,57,Right Foot,Penalty,Missed Shot
ENG-Premier League,1617,2016-12-31 Burnley-Sunderland,Burnley,Ashley Barnes,1,2016,3157,2016-12-31 19:00:00,117113,92,4422,,,0.7611690163612366,0.885,0.5,66,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-01-02 Everton-Southampton,Everton,Leighton Baines,1,2016,3331,2017-01-02 15:00:00,116382,72,588,,,0.7611690163612366,0.885,0.5,80,Left Foot,Penalty,Goal
ENG-Premier League,1617,2017-01-02 Sunderland-Liverpool,Sunderland,Jermain Defoe,1,2016,3334,2017-01-02 19:00:00,116774,77,735,,,0.7611690163612366,0.885,0.5,24,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-01-02 Sunderland-Liverpool,Sunderland,Jermain Defoe,1,2016,3334,2017-01-02 19:00:00,116789,77,735,,,0.7611690163612366,0.885,0.5,83,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-01-02 West Bromwich Albion-Hull,Hull,Ryan Mason,1,2016,3333,2017-01-02 19:00:00,116987,91,649,129989.0,Ahmed Elmohamady,0.0297823008149862,0.884000015258789,0.5029999923706054,69,,Penalty,Missed Shot
ENG-Premier League,1617,2017-01-03 Bournemouth-Arsenal,Bournemouth,Callum Wilson,1,2016,3336,2017-01-03 23:45:00,117965,73,468,,,0.7611690163612366,0.885,0.5,20,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-01-14 Hull-Bournemouth,Bournemouth,Junior Stanislas,1,2016,3344,2017-01-14 19:00:00,117377,73,463,,,0.7611690163612366,0.885,0.5,2,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-01-15 Manchester United-Liverpool,Liverpool,James Milner,1,2016,3349,2017-01-15 16:00:00,117556,87,489,,,0.7611690163612366,0.885,0.5,26,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-01-22 Arsenal-Burnley,Arsenal,Alexis Sánchez,1,2016,3358,2017-01-22 17:15:00,118152,83,498,,,0.7611690163612366,0.885,0.5,97,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-01-22 Arsenal-Burnley,Burnley,Andre Gray,1,2016,3358,2017-01-22 17:15:00,118150,92,1660,,,0.7611690163612366,0.885,0.5,92,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-01-22 Southampton-Leicester,Southampton,Dusan Tadic,1,2016,3357,2017-01-22 15:00:00,118649,74,840,,,0.7611690163612366,0.885,0.5,85,Left Foot,Penalty,Goal
ENG-Premier League,1617,2017-01-31 Liverpool-Chelsea,Chelsea,Diego Costa,1,2016,3366,2017-01-31 23:00:00,116212,80,802,,,0.7611690163612366,0.885,0.5,75,Right Foot,Penalty,Saved Shot
ENG-Premier League,1617,2017-01-31 Middlesbrough-West Bromwich Albion,Middlesbrough,Álvaro Negredo,1,2016,3363,2017-01-31 22:45:00,118949,93,1715,,,0.7611690163612366,0.885,0.5,16,Left Foot,Penalty,Goal
ENG-Premier League,1617,2017-02-01 West Ham-Manchester City,Manchester City,Yaya Touré,1,2016,3367,2017-02-01 22:45:00,119025,88,878,,,0.7611690163612366,0.885,0.5,66,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-02-04 Tottenham-Middlesbrough,Tottenham,Harry Kane,1,2016,3377,2017-02-04 17:30:00,117064,82,647,,,0.7611690163612366,0.885,0.5,57,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-02-04 Watford-Burnley,Burnley,Ashley Barnes,1,2016,3374,2017-02-04 15:00:00,117171,92,4422,,,0.7611690163612366,0.885,0.5,77,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-02-11 Arsenal-Hull,Arsenal,Alexis Sánchez,1,2016,3380,2017-02-11 12:30:00,117375,83,498,,,0.7611690163612366,0.885,0.5,92,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-02-25 Hull-Burnley,Hull,Tom Huddlestone,1,2016,3394,2017-02-25 15:00:00,118480,91,1695,,,0.7611690163612366,0.885,0.5,71,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-02-25 Watford-West Ham,Watford,Troy Deeney,1,2016,3396,2017-02-25 17:30:00,118783,90,574,,,0.7611690163612366,0.885,0.5,2,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-02-25 West Bromwich Albion-Bournemouth,Bournemouth,Joshua King,1,2016,3395,2017-02-25 15:00:00,118835,73,465,,,0.7611690163612366,0.885,0.5,4,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-03-04 Leicester-Hull,Leicester,Wilfred Ndidi,1,2016,3400,2017-03-04 15:00:00,118898,75,5545,132155.0,Wes Morgan,0.0422335006296634,0.88,0.505,66,,Penalty,Missed Shot
ENG-Premier League,1617,2017-03-04 Liverpool-Arsenal,Liverpool,Georginio Wijnaldum,1,2016,3401,2017-03-04 17:30:00,119490,87,771,132795.0,Divock Origi,0.5398100018501282,0.8830000305175781,0.5029999923706054,90,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-03-04 Manchester United-Bournemouth,Bournemouth,Joshua King,1,2016,3402,2017-03-04 12:30:00,119577,73,465,,,0.7611690163612366,0.885,0.5,39,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-03-04 Manchester United-Bournemouth,Manchester United,Zlatan Ibrahimovic,1,2016,3402,2017-03-04 12:30:00,119587,89,1741,,,0.7611690163612366,0.885,0.5,71,Right Foot,Penalty,Saved Shot
ENG-Premier League,1617,2017-03-04 Swansea-Burnley,Burnley,Andre Gray,1,2016,3405,2017-03-04 15:00:00,119875,92,1660,,,0.7611690163612366,0.885,0.5,19,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-03-11 Bournemouth-West Ham,Bournemouth,Benik Afobe,1,2016,3411,2017-03-11 15:00:00,120443,73,826,,,0.7611690163612366,0.885,0.5,36,Right Foot,Penalty,Saved Shot
ENG-Premier League,1617,2017-03-11 Bournemouth-West Ham,Bournemouth,Joshua King,1,2016,3411,2017-03-11 15:00:00,120432,73,465,,,0.7611690163612366,0.885,0.5,8,Right Foot,Penalty,Missed Shot
ENG-Premier League,1617,2017-03-18 Stoke-Chelsea,Stoke,Jonathan Walters,1,2016,3424,2017-03-18 15:00:00,120229,85,863,,,0.7611690163612366,0.885,0.5,37,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-03-19 Manchester City-Liverpool,Liverpool,James Milner,1,2016,3426,2017-03-19 16:30:00,120038,87,489,,,0.7611690163612366,0.885,0.5,50,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-03-19 Tottenham-Southampton,Tottenham,Dele Alli,1,2016,3422,2017-03-19 14:15:00,120419,82,645,,,0.7611690163612366,0.885,0.5,32,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-04-01 Southampton-Bournemouth,Bournemouth,Harry Arter,1,2016,3437,2017-04-01 17:30:00,119668,73,881,,,0.7611690163612366,0.885,0.5,78,Right Foot,Penalty,Missed Shot
ENG-Premier League,1617,2017-04-04 Manchester United-Everton,Manchester United,Zlatan Ibrahimovic,1,2016,3446,2017-04-04 20:00:00,119343,89,1741,,,0.7611690163612366,0.885,0.5,93,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-04-05 Chelsea-Manchester City,Chelsea,Eden Hazard,1,2016,3448,2017-04-05 20:00:00,119413,80,701,,,0.7611690163612366,0.885,0.5,34,Right Foot,Penalty,Saved Shot
ENG-Premier League,1617,2017-04-10 Crystal Palace-Arsenal,Crystal Palace,Luka Milivojevic,1,2016,3459,2017-04-10 20:00:00,119816,78,5549,,,0.7611690163612366,0.885,0.5,67,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-04-15 Everton-Burnley,Burnley,Sam Vokes,1,2016,3467,2017-04-15 15:00:00,121169,92,1661,,,0.7611690163612366,0.885,0.5,51,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-04-22 Swansea-Stoke,Stoke,Marko Arnautovic,1,2016,3478,2017-04-22 15:00:00,120875,85,865,,,0.7611690163612366,0.885,0.5,68,Right Foot,Penalty,Missed Shot
ENG-Premier League,1617,2017-04-29 Southampton-Hull,Southampton,Dusan Tadic,1,2016,3484,2017-04-29 15:00:00,121026,74,840,,,0.7611690163612366,0.885,0.5,90,Left Foot,Penalty,Saved Shot
ENG-Premier League,1617,2017-04-30 Manchester United-Swansea,Manchester United,Wayne Rooney,1,2016,3482,2017-04-30 12:00:00,120960,89,629,,,0.7611690163612366,0.885,0.5,47,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-04-30 Middlesbrough-Manchester City,Manchester City,Sergio Agüero,1,2016,3483,2017-04-30 14:05:00,120995,88,619,,,0.7611690163612366,0.885,0.5,68,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-04-30 Tottenham-Arsenal,Tottenham,Harry Kane,1,2016,3487,2017-04-30 16:30:00,121111,82,647,,,0.7611690163612366,0.885,0.5,57,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-05-07 Liverpool-Southampton,Liverpool,James Milner,1,2016,3496,2017-05-07 13:30:00,121535,87,489,,,0.7611690163612366,0.885,0.5,65,Right Foot,Penalty,Saved Shot
ENG-Premier League,1617,2017-05-13 Manchester City-Leicester,Leicester,Riyad Mahrez,1,2016,3503,2017-05-13 12:30:00,121815,75,750,,,0.7611690163612366,0.885,0.5,76,Left Foot,Penalty,Missed Shot
ENG-Premier League,1617,2017-05-13 Manchester City-Leicester,Manchester City,Gabriel Jesus,1,2016,3503,2017-05-13 12:30:00,121804,88,5543,,,0.761132001876831,0.885,0.5,35,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-05-13 Middlesbrough-Southampton,Southampton,Shane Long,1,2016,3504,2017-05-13 15:00:00,121837,74,839,,,0.7611690163612366,0.885,0.5,63,Right Foot,Penalty,Shot On Post
ENG-Premier League,1617,2017-05-14 Crystal Palace-Hull,Crystal Palace,Luka Milivojevic,1,2016,3501,2017-05-14 12:00:00,121761,78,5549,,,0.7611690163612366,0.885,0.5,84,Right Foot,Penalty,Goal
ENG-Premier League,1617,2017-05-17 Southampton-Manchester United,Southampton,Manolo Gabbiadini,1,2016,3412,2017-05-17 19:45:00,119623,74,1383,,,0.7611690163612366,0.885,0.5,5,Left Foot,Penalty,Saved Shot
ENG-Premier League,1617,2017-05-21 Arsenal-Everton,Everton,Enner Valencia,1,2016,3510,2017-05-21 15:00:00,112354,72,539,,,0.082344502210617,0.879000015258789,0.5,37,Left Foot,Penalty,Blocked Shot
ENG-Premier League,1617,2017-05-21 Arsenal-Everton,Everton,Romelu Lukaku,1,2016,3510,2017-05-21 15:00:00,112365,72,594,,,0.7611690163612366,0.885,0.5,57,Left Foot,Penalty,Goal
ENG-Premier League,1617,2017-05-21 Manchester United-Crystal Palace,Crystal Palace,Christian Benteke,1,2016,3516,2017-05-21 15:00:00,112544,78,606,125324.0,Wilfried Zaha,0.0468185991048812,0.885,0.495,54,,Penalty,Shot On Post
ENG-Premier League,1718,2017-08-12 Watford-Liverpool,Liverpool,Roberto Firmino,1,2017,7120,2017-08-12 12:30:00,158353,87,482,,,0.7611690163612366,0.885,0.5,54,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-08-19 Southampton-West Ham,Southampton,Charlie Austin,1,2017,7130,2017-08-19 15:00:00,161731,74,848,,,0.7611690163612366,0.885,0.5,92,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-08-19 Southampton-West Ham,Southampton,Dusan Tadic,1,2017,7130,2017-08-19 15:00:00,161709,74,840,,,0.7611690163612366,0.885,0.5,37,Left Foot,Penalty,Goal
ENG-Premier League,1718,2017-08-26 Manchester United-Leicester,Manchester United,Romelu Lukaku,1,2017,7145,2017-08-26 17:30:00,158748,89,594,,,0.7611690163612366,0.885,0.5,52,Left Foot,Penalty,Saved Shot
ENG-Premier League,1718,2017-09-09 Leicester-Chelsea,Leicester,Jamie Vardy,1,2017,7151,2017-09-09 15:00:00,159311,75,755,,,0.7611690163612366,0.885,0.5,61,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-09-16 Huddersfield-Leicester,Leicester,Jamie Vardy,1,2017,7161,2017-09-16 15:00:00,158655,75,755,,,0.761132001876831,0.885,0.5,49,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-09-16 Liverpool-Burnley,Burnley,Ben Mee,1,2017,7162,2017-09-16 15:00:00,158705,92,1654,176420.0,Robbie Brady,0.052080001682043,0.8830000305175781,0.4970000076293945,44,,Penalty,Missed Shot
ENG-Premier League,1718,2017-09-16 Watford-Manchester City,Manchester City,Raheem Sterling,1,2017,7164,2017-09-16 15:00:00,158966,88,618,,,0.7611690163612366,0.885,0.5,88,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-09-17 Manchester United-Everton,Manchester United,Anthony Martial,1,2017,7168,2017-09-17 16:00:00,158786,89,553,,,0.7611690163612366,0.885,0.5,91,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-09-23 Leicester-Liverpool,Leicester,Jamie Vardy,1,2017,7176,2017-09-23 17:30:00,159371,75,755,,,0.7611690163612366,0.885,0.5,72,Right Foot,Penalty,Saved Shot
ENG-Premier League,1718,2017-09-25 Arsenal-West Bromwich Albion,Arsenal,Alexandre Lacazette,1,2017,7178,2017-09-25 20:00:00,159098,83,3277,,,0.7611690163612366,0.885,0.5,66,Right Foot,Penalty,Goal
ENG-Premier League,1718,2017-09-30 Stoke-Southampton,Stoke,Saido Berahino,1,2017,7181,2017-09-30 15:00:00,160332,85,811,,,0.7611690163612366,0.885,0.5,42,Right Foot,Penalty,Saved Shot
