league,season,game,team,player,is_home,position,formation_place,sub_in,sub_out,appearances,fouls_committed,fouls_suffered,own_goals,red_cards,sub_ins,yellow_cards,goals_conceded,saves,shots_faced,goal_assists,shots_on_target,total_goals,total_shots,offsides
FRA-Ligue 1,2223,2022-08-05 Lyon-AC Ajaccio,AC Ajaccio,Benjamin Leroy,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-05 Lyon-AC Ajaccio,Lyon,Anthony Lopes,True,Goalkeeper,1,start,end,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-06 Clermont Foot-Paris Saint-Germain,Clermont Foot,Mory Diaw,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,13.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-06 Clermont Foot-Paris Saint-Germain,Paris Saint-Germain,Gianluigi Donnarumma,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-06 Strasbourg-AS Monaco,AS Monaco,Alexander Nübel,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-06 Strasbourg-AS Monaco,Strasbourg,Matz Sels,True,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-07 Angers-Nantes,Angers,Paul Bernardoni,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-07 Angers-Nantes,Nantes,Alban Lafont,False,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-07 Lens-Brest,Brest,Marco Bizot,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-07 Lens-Brest,Lens,Brice Samba,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-07 Lille-AJ Auxerre,AJ Auxerre,Benoit Costil,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-07 Lille-AJ Auxerre,Lille,Léo Jardim,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-07 Marseille-Stade de Reims,Marseille,Rubén Blanco,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-07 Marseille-Stade de Reims,Stade de Reims,Patrick Pentz,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-07 Montpellier-Troyes,Montpellier,Jonas Omlin,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,11.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-07 Montpellier-Troyes,Troyes,Gauthier Gallon,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,14.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-07 Stade Rennais-Lorient,Lorient,Yvon Mvogo,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-07 Stade Rennais-Lorient,Stade Rennais,Steve Mandanda,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-07 Toulouse-Nice,Nice,Marcin Bulka,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-07 Toulouse-Nice,Toulouse,Maxime Dupé,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-12 Nantes-Lille,Lille,Léo Jardim,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,
FRA-Ligue 1,2223,2022-08-12 Nantes-Lille,Nantes,Alban Lafont,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,
