league,season,game,team,player,is_home,position,formation_place,sub_in,sub_out,appearances,fouls_committed,fouls_suffered,own_goals,red_cards,sub_ins,yellow_cards,goals_conceded,shots_faced,goal_assists,offsides,shots_on_target,total_goals,total_shots,saves
GER-Bundesliga,2324,2023-08-19 VfB Stuttgart-VfL Bochum,VfL Bochum,Manuel Riemann,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,,0.0,0.0,0.0,4.0
GER-Bundesliga,2324,2023-08-19 VfL Wolfsburg-1. FC Heidenheim 1846,1. FC Heidenheim 1846,Kevin Müller,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,,0.0,0.0,0.0,6.0
GER-Bundesliga,2324,2023-08-19 VfL Wolfsburg-1. FC Heidenheim 1846,VfL Wolfsburg,Koen Casteels,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-08-20 1. FC Union Berlin-Mainz,1. FC Union Berlin,Frederik Ronnow,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-08-20 1. FC Union Berlin-Mainz,Mainz,Robin Zentner,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-08-20 Eintracht Frankfurt-SV Darmstadt 98,Eintracht Frankfurt,Kevin Trapp,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-08-20 Eintracht Frankfurt-SV Darmstadt 98,SV Darmstadt 98,Marcel Schuhen,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-08-25 RB Leipzig-VfB Stuttgart,RB Leipzig,Janis Blaswich,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-08-25 RB Leipzig-VfB Stuttgart,VfB Stuttgart,Alexander Nübel,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,,0.0,0.0,0.0,6.0
GER-Bundesliga,2324,2023-08-26 1. FC Heidenheim 1846-TSG Hoffenheim,1. FC Heidenheim 1846,Kevin Müller,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-08-26 1. FC Heidenheim 1846-TSG Hoffenheim,TSG Hoffenheim,Oliver Baumann,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-08-26 Borussia Mönchengladbach-Bayer Leverkusen,Bayer Leverkusen,Lukas Hradecky,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-08-26 Borussia Mönchengladbach-Bayer Leverkusen,Borussia Mönchengladbach,Jonas Omlin,True,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,,0.0,0.0,0.0,8.0
GER-Bundesliga,2324,2023-08-26 FC Cologne-VfL Wolfsburg,FC Cologne,Marvin Schwäbe,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,,0.0,0.0,0.0,4.0
GER-Bundesliga,2324,2023-08-26 FC Cologne-VfL Wolfsburg,VfL Wolfsburg,Koen Casteels,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-08-26 SC Freiburg-Werder Bremen,SC Freiburg,Noah Atubolu,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-08-26 SC Freiburg-Werder Bremen,Werder Bremen,Jirí Pavlenka,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,,0.0,0.0,0.0,6.0
GER-Bundesliga,2324,2023-08-26 SV Darmstadt 98-1. FC Union Berlin,1. FC Union Berlin,Frederik Ronnow,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-08-26 SV Darmstadt 98-1. FC Union Berlin,SV Darmstadt 98,Marcel Schuhen,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-08-26 VfL Bochum-Borussia Dortmund,Borussia Dortmund,Gregor Kobel,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,,0.0,0.0,0.0,6.0
GER-Bundesliga,2324,2023-08-26 VfL Bochum-Borussia Dortmund,VfL Bochum,Manuel Riemann,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-08-27 Bayern Munich-FC Augsburg,Bayern Munich,Sven Ulreich,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-08-27 Bayern Munich-FC Augsburg,FC Augsburg,Finn Dahmen,False,Goalkeeper,1,start,end,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,,0.0,0.0,0.0,4.0
GER-Bundesliga,2324,2023-08-27 Mainz-Eintracht Frankfurt,Eintracht Frankfurt,Kevin Trapp,False,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-08-27 Mainz-Eintracht Frankfurt,Mainz,Robin Zentner,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,,0.0,0.0,0.0,0.0
GER-Bundesliga,2324,2023-09-01 Borussia Dortmund-1. FC Heidenheim 1846,1. FC Heidenheim 1846,Kevin Müller,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,,0.0,0.0,0.0,7.0
GER-Bundesliga,2324,2023-09-01 Borussia Dortmund-1. FC Heidenheim 1846,Borussia Dortmund,Gregor Kobel,True,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,,0.0,0.0,0.0,4.0
GER-Bundesliga,2324,2023-09-02 Bayer Leverkusen-SV Darmstadt 98,Bayer Leverkusen,Lukas Hradecky,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,,0.0,0.0,0.0,0.0
GER-Bundesliga,2324,2023-09-02 Bayer Leverkusen-SV Darmstadt 98,SV Darmstadt 98,Marcel Schuhen,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,,0.0,0.0,0.0,8.0
GER-Bundesliga,2324,2023-09-02 Borussia Mönchengladbach-Bayern Munich,Bayern Munich,Sven Ulreich,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-09-02 Borussia Mönchengladbach-Bayern Munich,Borussia Mönchengladbach,Moritz Nicolas,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,,0.0,0.0,0.0,7.0
GER-Bundesliga,2324,2023-09-02 FC Augsburg-VfL Bochum,FC Augsburg,Finn Dahmen,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,,0.0,0.0,0.0,6.0
GER-Bundesliga,2324,2023-09-02 FC Augsburg-VfL Bochum,VfL Bochum,Manuel Riemann,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-09-02 TSG Hoffenheim-VfL Wolfsburg,TSG Hoffenheim,Oliver Baumann,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,,0.0,0.0,0.0,6.0
GER-Bundesliga,2324,2023-09-02 TSG Hoffenheim-VfL Wolfsburg,VfL Wolfsburg,Koen Casteels,False,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-09-02 VfB Stuttgart-SC Freiburg,SC Freiburg,Noah Atubolu,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-02 VfB Stuttgart-SC Freiburg,VfB Stuttgart,Alexander Nübel,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,0.0,0.0,0.0,7.0
GER-Bundesliga,2324,2023-09-02 Werder Bremen-Mainz,Mainz,Robin Zentner,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-09-02 Werder Bremen-Mainz,Werder Bremen,Jirí Pavlenka,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-09-03 1. FC Union Berlin-RB Leipzig,1. FC Union Berlin,Frederik Ronnow,True,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,,0.0,0.0,0.0,4.0
GER-Bundesliga,2324,2023-09-03 1. FC Union Berlin-RB Leipzig,RB Leipzig,Janis Blaswich,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-03 Eintracht Frankfurt-FC Cologne,Eintracht Frankfurt,Kevin Trapp,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-03 Eintracht Frankfurt-FC Cologne,FC Cologne,Marvin Schwäbe,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-15 Bayern Munich-Bayer Leverkusen,Bayer Leverkusen,Lukas Hradecky,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,,0.0,0.0,0.0,7.0
GER-Bundesliga,2324,2023-09-15 Bayern Munich-Bayer Leverkusen,Bayern Munich,Sven Ulreich,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-09-16 FC Cologne-TSG Hoffenheim,FC Cologne,Marvin Schwäbe,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-09-16 FC Cologne-TSG Hoffenheim,TSG Hoffenheim,Oliver Baumann,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-09-16 Mainz-VfB Stuttgart,Mainz,Robin Zentner,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-09-16 Mainz-VfB Stuttgart,VfB Stuttgart,Alexander Nübel,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-09-16 RB Leipzig-FC Augsburg,FC Augsburg,Finn Dahmen,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-09-16 RB Leipzig-FC Augsburg,RB Leipzig,Janis Blaswich,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-09-16 SC Freiburg-Borussia Dortmund,Borussia Dortmund,Gregor Kobel,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-09-16 SC Freiburg-Borussia Dortmund,SC Freiburg,Noah Atubolu,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-09-16 VfL Bochum-Eintracht Frankfurt,Eintracht Frankfurt,Kevin Trapp,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,,0.0,0.0,0.0,7.0
GER-Bundesliga,2324,2023-09-16 VfL Bochum-Eintracht Frankfurt,VfL Bochum,Manuel Riemann,True,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-09-16 VfL Wolfsburg-1. FC Union Berlin,1. FC Union Berlin,Frederik Ronnow,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-16 VfL Wolfsburg-1. FC Union Berlin,VfL Wolfsburg,Koen Casteels,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-09-17 1. FC Heidenheim 1846-Werder Bremen,1. FC Heidenheim 1846,Kevin Müller,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-17 1. FC Heidenheim 1846-Werder Bremen,Werder Bremen,Jirí Pavlenka,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-17 SV Darmstadt 98-Borussia Mönchengladbach,Borussia Mönchengladbach,Moritz Nicolas,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-09-17 SV Darmstadt 98-Borussia Mönchengladbach,SV Darmstadt 98,Marcel Schuhen,True,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,18.0,0.0,,0.0,0.0,0.0,6.0
GER-Bundesliga,2324,2023-09-22 VfB Stuttgart-SV Darmstadt 98,SV Darmstadt 98,Marcel Schuhen,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,,0.0,0.0,0.0,8.0
GER-Bundesliga,2324,2023-09-22 VfB Stuttgart-SV Darmstadt 98,VfB Stuttgart,Alexander Nübel,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-23 1. FC Union Berlin-TSG Hoffenheim,1. FC Union Berlin,Frederik Ronnow,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-23 1. FC Union Berlin-TSG Hoffenheim,TSG Hoffenheim,Oliver Baumann,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-09-23 Bayern Munich-VfL Bochum,Bayern Munich,Sven Ulreich,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-23 Bayern Munich-VfL Bochum,VfL Bochum,Manuel Riemann,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,0.0,,0.0,0.0,0.0,8.0
GER-Bundesliga,2324,2023-09-23 Borussia Dortmund-VfL Wolfsburg,Borussia Dortmund,Gregor Kobel,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-23 Borussia Dortmund-VfL Wolfsburg,VfL Wolfsburg,Koen Casteels,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-09-23 Borussia Mönchengladbach-RB Leipzig,Borussia Mönchengladbach,Moritz Nicolas,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-09-23 Borussia Mönchengladbach-RB Leipzig,RB Leipzig,Janis Blaswich,False,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-23 FC Augsburg-Mainz,FC Augsburg,Finn Dahmen,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-09-23 FC Augsburg-Mainz,Mainz,Robin Zentner,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-23 Werder Bremen-FC Cologne,FC Cologne,Marvin Schwäbe,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,,0.0,0.0,0.0,4.0
GER-Bundesliga,2324,2023-09-23 Werder Bremen-FC Cologne,Werder Bremen,Jirí Pavlenka,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-09-24 Bayer Leverkusen-1. FC Heidenheim 1846,1. FC Heidenheim 1846,Kevin Müller,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,,0.0,0.0,0.0,6.0
GER-Bundesliga,2324,2023-09-24 Bayer Leverkusen-1. FC Heidenheim 1846,Bayer Leverkusen,Lukas Hradecky,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-24 Eintracht Frankfurt-SC Freiburg,Eintracht Frankfurt,Kevin Trapp,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-24 Eintracht Frankfurt-SC Freiburg,SC Freiburg,Noah Atubolu,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,,0.0,0.0,0.0,4.0
GER-Bundesliga,2324,2023-09-29 TSG Hoffenheim-Borussia Dortmund,Borussia Dortmund,Gregor Kobel,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-09-29 TSG Hoffenheim-Borussia Dortmund,TSG Hoffenheim,Oliver Baumann,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-09-30 1. FC Heidenheim 1846-1. FC Union Berlin,1. FC Heidenheim 1846,Kevin Müller,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,0.0,0.0,0.0,8.0
GER-Bundesliga,2324,2023-09-30 1. FC Heidenheim 1846-1. FC Union Berlin,1. FC Union Berlin,Frederik Ronnow,False,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-09-30 FC Cologne-VfB Stuttgart,FC Cologne,Marvin Schwäbe,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-09-30 FC Cologne-VfB Stuttgart,VfB Stuttgart,Alexander Nübel,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-09-30 Mainz-Bayer Leverkusen,Bayer Leverkusen,Lukas Hradecky,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-09-30 Mainz-Bayer Leverkusen,Mainz,Robin Zentner,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-09-30 RB Leipzig-Bayern Munich,Bayern Munich,Sven Ulreich,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,,0.0,0.0,0.0,0.0
GER-Bundesliga,2324,2023-09-30 RB Leipzig-Bayern Munich,RB Leipzig,Janis Blaswich,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-09-30 VfL Bochum-Borussia Mönchengladbach,Borussia Mönchengladbach,Moritz Nicolas,False,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-09-30 VfL Bochum-Borussia Mönchengladbach,VfL Bochum,Manuel Riemann,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-09-30 VfL Wolfsburg-Eintracht Frankfurt,Eintracht Frankfurt,Kevin Trapp,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-09-30 VfL Wolfsburg-Eintracht Frankfurt,VfL Wolfsburg,Koen Casteels,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,0.0,0.0,0.0,4.0
GER-Bundesliga,2324,2023-10-01 SC Freiburg-FC Augsburg,FC Augsburg,Finn Dahmen,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-10-01 SC Freiburg-FC Augsburg,SC Freiburg,Noah Atubolu,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-10-01 SV Darmstadt 98-Werder Bremen,SV Darmstadt 98,Marcel Schuhen,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,,0.0,0.0,0.0,4.0
GER-Bundesliga,2324,2023-10-01 SV Darmstadt 98-Werder Bremen,Werder Bremen,Jirí Pavlenka,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-10-06 Borussia Mönchengladbach-Mainz,Borussia Mönchengladbach,Moritz Nicolas,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-10-06 Borussia Mönchengladbach-Mainz,Mainz,Robin Zentner,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,,0.0,0.0,0.0,7.0
GER-Bundesliga,2324,2023-10-07 Borussia Dortmund-1. FC Union Berlin,1. FC Union Berlin,Frederik Ronnow,False,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-10-07 Borussia Dortmund-1. FC Union Berlin,Borussia Dortmund,Gregor Kobel,True,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-10-07 FC Augsburg-SV Darmstadt 98,FC Augsburg,Finn Dahmen,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-10-07 FC Augsburg-SV Darmstadt 98,SV Darmstadt 98,Marcel Schuhen,False,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-10-07 RB Leipzig-VfL Bochum,RB Leipzig,Janis Blaswich,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-10-07 RB Leipzig-VfL Bochum,VfL Bochum,Manuel Riemann,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,,0.0,0.0,0.0,3.0
