league,season,game,team,player,is_home,position,formation_place,sub_in,sub_out,appearances,fouls_committed,fouls_suffered,own_goals,red_cards,sub_ins,yellow_cards,goals_conceded,shots_faced,goal_assists,offsides,shots_on_target,total_goals,total_shots,saves
GER-Bundesliga,2324,2023-10-07 VfB Stuttgart-VfL Wolfsburg,VfB Stuttgart,Alexander Nübel,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,,0.0,0.0,0.0,4.0
GER-Bundesliga,2324,2023-10-07 VfB Stuttgart-VfL Wolfsburg,VfL Wolfsburg,Koen Casteels,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-10-07 Werder Bremen-TSG Hoffenheim,TSG Hoffenheim,Oliver Baumann,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-10-07 Werder Bremen-TSG Hoffenheim,Werder Bremen,Jirí Pavlenka,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-10-08 Bayer Leverkusen-FC Cologne,Bayer Leverkusen,Lukas Hradecky,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-10-08 Bayer Leverkusen-FC Cologne,FC Cologne,Marvin Schwäbe,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,,0.0,0.0,0.0,7.0
GER-Bundesliga,2324,2023-10-08 Bayern Munich-SC Freiburg,Bayern Munich,Sven Ulreich,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0
GER-Bundesliga,2324,2023-10-08 Bayern Munich-SC Freiburg,SC Freiburg,Noah Atubolu,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,,0.0,0.0,0.0,4.0
GER-Bundesliga,2324,2023-10-08 Eintracht Frankfurt-1. FC Heidenheim 1846,1. FC Heidenheim 1846,Kevin Müller,False,Goalkeeper,1,start,end,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,,0.0,0.0,0.0,4.0
GER-Bundesliga,2324,2023-10-08 Eintracht Frankfurt-1. FC Heidenheim 1846,Eintracht Frankfurt,Kevin Trapp,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-10-20 Borussia Dortmund-Werder Bremen,Borussia Dortmund,Gregor Kobel,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-10-20 Borussia Dortmund-Werder Bremen,Werder Bremen,Michael Zetterer,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-10-21 1. FC Union Berlin-VfB Stuttgart,1. FC Union Berlin,Frederik Ronnow,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-10-21 1. FC Union Berlin-VfB Stuttgart,VfB Stuttgart,Alexander Nübel,False,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,0.0,0.0,0.0,1.0
GER-Bundesliga,2324,2023-10-21 Mainz-Bayern Munich,Bayern Munich,Sven Ulreich,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-10-21 Mainz-Bayern Munich,Mainz,Robin Zentner,True,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,,0.0,0.0,0.0,2.0
GER-Bundesliga,2324,2023-10-21 SC Freiburg-VfL Bochum,SC Freiburg,Noah Atubolu,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-10-21 SC Freiburg-VfL Bochum,VfL Bochum,Manuel Riemann,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-10-21 SV Darmstadt 98-RB Leipzig,RB Leipzig,Janis Blaswich,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-10-21 SV Darmstadt 98-RB Leipzig,SV Darmstadt 98,Marcel Schuhen,True,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,,0.0,0.0,0.0,5.0
GER-Bundesliga,2324,2023-10-21 TSG Hoffenheim-Eintracht Frankfurt,Eintracht Frankfurt,Jens Grahl,False,Goalkeeper,1,start,end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,,0.0,0.0,0.0,3.0
GER-Bundesliga,2324,2023-10-21 TSG Hoffenheim-Eintracht Frankfurt,TSG Hoffenheim,Oliver Baumann,True,Goalkeeper,1,start,end,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,,0.0,0.0,0.0,2.0
